id,article_id,canonical_topic,keywords,intent,audience,prerequisites,complexity,enriched_at,llm_model
433,11357,Accessibility in Computing Labs,"{Fusion,""STC computing labs"",accessibility,""screen reader"",magnification}",how-to,student,"{""familiarity with STC computing labs"",""basic computer skills""}",intermediate,2026-02-02 12:24:44.072957,llama3.1:8b
434,11358,IU ADS Domain,"{""IU ADS domain"",""Access Denied error"",""computer joining""}",troubleshooting,unknown,"{""IU ADS domain knowledge"",""computer management basics""}",intermediate,2026-02-02 12:24:56.548496,llama3.1:8b
435,11356,EdCert Program,"{""IU EdCert"",""UITS initiative"",""departmental computing support"",""technical infrastructure""}",overview,faculty,{},intermediate,2026-02-02 12:25:07.704473,llama3.1:8b
436,11361,IUanyWare,"{SPSS,IUanyWare,""Citrix Workspace app""}",how-to,student,"{""using Citrix Workspace app"",""understanding IUanyWare interface""}",intermediate,2026-02-02 12:25:20.47938,llama3.1:8b
437,11364,IU Network Configuration,"{DHCP,""IU Network"",""IP Address"",""DNS Server""}",how-to,student,{},beginner,2026-02-02 12:25:31.278427,llama3.1:8b
439,11366,Windows Management,"{""administrative rights"",""ADS domain account"",""Windows computer"",""IT-12 policy""}",how-to,faculty,"{""understanding ADS domain accounts"",""Windows management basics""}",intermediate,2026-02-02 12:25:57.111292,llama3.1:8b
440,11367,Remote Access,"{IUanyWare,""Citrix Virtual Delivery Agent"",RDP,""IU VPN"",""remote desktop"",""campus closures""}",how-to,faculty,{},intermediate,2026-02-02 12:26:11.525708,llama3.1:8b
441,11368,Active Directory,"{Samba,""Windows computers"",NTLMv2,""LAN Manager"",IUware}",reference,admin,"{""Understanding IU Active Directory configuration"",""Basic knowledge of Windows registry and console settings""}",intermediate,2026-02-02 12:26:12.533459,llama3.1:8b
442,11371,Cybersecurity,"{""IM Trojan"",""instant messaging virus"",""cybersecurity threats""}",overview,general,{},beginner,2026-02-02 12:26:36.994389,llama3.1:8b
443,11373,SCCM Driver Management,"{""Microsoft SCCM"",""driver management"",""driver packages"",""Windows 10""}",overview,admin,{},intermediate,2026-02-02 12:26:47.971626,llama3.1:8b
444,4067,IUware,"{IUware,""Indiana University software distribution service""}",overview,unknown,{},beginner,2026-02-02 12:26:58.1109,llama3.1:8b
445,11381,Software Availability,"{Sibelius,""music notation software"",""Avid Technology"",""IU Bloomington"",""Jacobs School of Music""}",reference,student,{},unknown,2026-02-02 12:27:12.331662,llama3.1:8b
446,11383,MATLAB,"{MATLAB,""Total Academic Headcount (TAH) license"",""Indiana University""}",how-to,unknown,{},intermediate,2026-02-02 12:27:24.334758,llama3.1:8b
447,11385,Jamf,"{""Jamf Application Catalog"",""application deployment"",""macOS devices"",""Jamf Pro environment""}",overview,admin,{},intermediate,2026-02-02 12:27:35.527398,llama3.1:8b
448,11387,Remote Server Administration Tools (RSAT),"{RSAT,""Features on Demand"",""Windows 10 version 1809"",""Windows Server 2019"",""Microsoft Download Center""}",how-to,admin,{},intermediate,2026-02-02 12:27:50.479021,llama3.1:8b
449,1600,IU Support,"{IU,""UITS support"",""local support""}",reference,faculty,{},beginner,2026-02-02 12:28:00.328348,llama3.1:8b
450,12454,Canvas Course Template,"{""IU Course Template"",""Canvas course development"",""instructional assets""}",how-to,faculty,"{""knowledge of Canvas LMS"",""experience with course template customization""}",intermediate,2026-02-02 12:28:12.889712,llama3.1:8b
451,11413,IU Common Build,"{Linux,""IU Common Build"",""device build"",""installation guide"",Ubuntu}",overview,unknown,"{""basic Linux knowledge"",""understanding of IU systems and policies""}",intermediate,2026-02-02 12:28:13.898452,llama3.1:8b
452,11420,IU Knowledge Base,"{""IU Knowledge Base"",ServiceNow,""KCS initiative""}",overview,unknown,{},intermediate,2026-02-02 12:28:37.56992,llama3.1:8b
453,11422,Knowledge Base,"{images,""IU Knowledge Base"",contributor,KCS}",overview,admin,"{""knowledge of IU Knowledge Base""}",intermediate,2026-02-02 12:28:48.967566,llama3.1:8b
454,11427,Knowledge Base Workflow,"{""KB workflow"",""Draft state"",""Knowledge-Centered Service (KCS)"",contributor}",overview,admin,{},intermediate,2026-02-02 12:29:00.405278,llama3.1:8b
455,11428,Knowledge Base Search Optimization,"{""meta tags"",""search optimization"",""IU Knowledge Base"",""KCS initiative""}",how-to,unknown,"{""editing articles"",""Knowledge Management team""}",intermediate,2026-02-02 12:29:13.560126,llama3.1:8b
456,1534,High Performance Computing,"{""high performance computing"",HPC,research}",overview,researcher,{},intermediate,2026-02-02 12:29:23.694547,llama3.1:8b
457,9805,IU Services,"{""Indiana University"",ServiceNow}",reference,general,{},unknown,2026-02-02 12:29:32.56019,llama3.1:8b
458,1834,Cloud Storage,"{""Microsoft OneDrive"",""IU Cloud Storage"",""Cloud Services""}",overview,student,{},intermediate,2026-02-02 12:29:42.74365,llama3.1:8b
459,11430,Knowledge Base Content Management,"{""KB contributor"",""KCS initiative"",""audience restrictions""}",overview,admin,"{""Understanding of IU Knowledge Base structure and content"",""Familiarity with KB contributor role""}",intermediate,2026-02-02 12:29:56.039259,llama3.1:8b
460,11433,Knowledge Base Article Management,"{metadata,""IU Knowledge Base"",""KM_T1 template""}",overview,admin,{},intermediate,2026-02-02 12:30:06.569172,llama3.1:8b
461,11435,IU Knowledge Base,"{Edit,""Knowledge Base"",Contributors,""KCS initiative"",Permissions}",how-to,unknown,"{""IU Knowledge Base permissions"",""KB article number knowledge""}",intermediate,2026-02-02 12:30:07.578065,llama3.1:8b
462,11442,IU Knowledge Base,"{""table of contents"",""ServiceNow Knowledge"",""KCS initiative""}",how-to,unknown,"{""edit an article in the IU Knowledge Base""}",intermediate,2026-02-02 12:30:32.837037,llama3.1:8b
463,11343,Network Access,"{""Indiana University"",""network connection"",blocked,viruses,""computer security""}",overview,general,{},intermediate,2026-02-02 12:30:44.073782,llama3.1:8b
464,11443,IU Knowledge Base,"{tables,""IU Knowledge Base"",""KCS initiative"",accessibility}",reference,unknown,"{""Knowledge-Centered Service (KCS) initiative"",""IU Knowledge Base contributor""}",intermediate,2026-02-02 12:30:57.927144,llama3.1:8b
465,11444,Knowledge Management,"{""knowledge blocks"",""KB contributor"",""ServiceNow Knowledge""}",overview,unknown,"{""Knowledge-Centered Service (KCS) initiative""}",intermediate,2026-02-02 12:31:09.984545,llama3.1:8b
466,11448,Data Cookbook,"{""Data Cookbook"",workflow,definition,approval,""IU standard definition""}",overview,admin,{},intermediate,2026-02-02 12:31:22.448723,llama3.1:8b
467,11449,Data Cookbook,"{""data cookbook"",workflow,""specification approval"",""IU standard specification""}",reference,faculty,"{""What is Data Cookbook"",""Workflows in Data Cookbook""}",intermediate,2026-02-02 12:31:35.054189,llama3.1:8b
468,10523,Shared Storage,"{""institutional storage"",""microsoft teams"",""shared storage"",iu}",how-to,faculty,"{""IU Google My Drive quotas"",""Microsoft Teams at IU""}",intermediate,2026-02-02 12:31:47.755584,llama3.1:8b
469,11450,Cloud Storage Policy,"{""Service agreement"",""Microsoft storage"",""Google storage"",""IU shared drives""}",policy,admin,{},unknown,2026-02-02 12:31:58.406975,llama3.1:8b
470,1527,Two-Step Login (Duo),"{""Two-Step Login"",Duo,""two-factor authentication"",""phishing attacks""}",overview,unknown,{},beginner,2026-02-02 12:32:11.238702,llama3.1:8b
471,11454,Accessibility,"{accessibility,""web accessibility"",WCAG,""automated tools""}",overview,unknown,{},intermediate,2026-02-02 12:32:12.247369,llama3.1:8b
472,11460,Web Accessibility,"{WCAG,""web content accessibility guidelines"",""Indiana University""}",overview,unknown,{},intermediate,2026-02-02 12:32:32.738652,llama3.1:8b
473,11499,Slack,"{Slack,UITS,""IU Login"",""Knowledge Base""}",overview,general,{},intermediate,2026-02-02 12:32:43.509035,llama3.1:8b
474,11501,ServiceNow,"{ServiceNow,""Knowledge Management"",""IU KB""}",reference,admin,{},intermediate,2026-02-02 12:32:53.629167,llama3.1:8b
475,11463,Web Accessibility,"{""accessibility review"",""web development"",""WCAG 2.1 AA"",""Indiana University digital accessibility standard""}",how-to,unknown,"{""basic understanding of web development"",""familiarity with WCAG guidelines""}",intermediate,2026-02-02 12:33:09.241721,llama3.1:8b
476,11467,Web Accessibility,"{""keyboard navigation"",""visual focus"",""web development"",""accessibility guidelines"",""a11y tools""}",overview,unknown,{},intermediate,2026-02-02 12:33:20.98507,llama3.1:8b
477,11471,Accessibility,"{accessibility,""web development"",a11y}",overview,unknown,{},intermediate,2026-02-02 12:33:31.417106,llama3.1:8b
478,11472,Accessibility Auditing,"{""screen reader"",""web accessibility"",evaluation,""a11y auditing""}",overview,unknown,"{""basic understanding of web development""}",intermediate,2026-02-02 12:33:44.961929,llama3.1:8b
479,11478,Web Accessibility,"{accessibility,""WCAG 2.1"",""AA site evaluation"",""web developers""}",overview,unknown,"{HTML,CSS,JavaScript}",intermediate,2026-02-02 12:33:57.841678,llama3.1:8b
480,11479,Web Accessibility,"{""color contrast"",""web accessibility"",""WCAG 2.1"",""web development""}",overview,unknown,"{""HTML/CSS fundamentals"",""basic knowledge of web development tools""}",intermediate,2026-02-02 12:34:10.805087,llama3.1:8b
481,11528,Unix System Monitoring,"{""CPU usage"",Unix,""job management"",""system monitoring"",""time command""}",how-to,student,"{""basic Unix commands"",""job submission and management in Unix""}",intermediate,2026-02-02 12:34:11.815315,llama3.1:8b
482,11480,Grade Import,"{Canvas,""SIS Grade Roster"",""final grades""}",how-to,faculty,"{""understanding of Canvas and SIS tools"",""experience with grade import procedures""}",intermediate,2026-02-02 12:34:38.188327,llama3.1:8b
483,11488,Canvas and SIS Integration,"{Canvas,SIS,""grade roster"",""file upload""}",how-to,faculty,"{""exporting grades from Canvas"",""understanding SIS Grade Roster""}",intermediate,2026-02-02 12:34:52.966205,llama3.1:8b
484,11493,Salesforce Integration,"{FireForm,""Salesforce CRM"",""Convergence Cloud Form Handler"",""data integration""}",how-to,faculty,"{""basic knowledge of FireForm and Salesforce CRM"",""previous experience with form data import/export""}",intermediate,2026-02-02 12:35:07.515212,llama3.1:8b
485,11495,MachForm Integration,"{MachForm,Salesforce,""Convergence Cloud Form Handler""}",how-to,admin,"{""Backup data in MachForm"",""Basic understanding of Convergence Cloud Form Handler""}",intermediate,2026-02-02 12:35:21.247296,llama3.1:8b
486,11497,Salesforce Integration,"{""Convergence Cloud Form Handler"",""custom-built forms"",""Salesforce integration""}",how-to,admin,"{""basic knowledge of Salesforce"",""knowledge of form builders""}",advanced,2026-02-02 12:35:35.063116,llama3.1:8b
487,11531,Intelligent Infrastructure,"{VM,""Virtual Machine"",""II self-service portal""}",how-to,faculty,"{""login to II self-service portal"",""accessing the Consume tab""}",intermediate,2026-02-02 12:35:47.706486,llama3.1:8b
488,11537,Unix Command Output,"{""ps command"",""Unix implementations"",""output fields"",""System V"",""BSD syntax""}",overview,unknown,"{""Unix basics"",""command line interface"",""file systems""}",intermediate,2026-02-02 12:36:01.602409,llama3.1:8b
489,11698,UITS Research Supercomputers,"{telnet,SSH2,""SSH client"",""IU research supercomputers"",security}",overview,student,{},beginner,2026-02-02 12:36:13.667513,llama3.1:8b
490,11539,Intelligent Infrastructure Self-Service Portal,"{""Intelligent Infrastructure"",""II self-service portal"",""Deployments view"",""Day2 actions"",""Service Broker""}",how-to,admin,"{""logging into II self-service portal"",""familiarity with Service Broker""}",intermediate,2026-02-02 12:36:30.534039,llama3.1:8b
491,11541,Resource Allocation Center (RAC),"{""Resource Allocation Center"",RAC,""resource pool"",modify,deactivate}",how-to,unknown,"{""Log into RAC using non-administrative user account"",""understand resource pool settings""}",intermediate,2026-02-02 12:36:31.542531,llama3.1:8b
492,11544,Kubernetes Resource Management,"{container,CPU,memory,quota,namespace}",how-to,admin,"{""Quota for infrastructure resources"",""pod scheduling""}",intermediate,2026-02-02 12:37:00.554345,llama3.1:8b
493,11534,Intelligent Infrastructure (II) Resource Management,"{""Intelligent Infrastructure"",""resource pool"",""VM Information report"",""Pool Information report"",""self-service environment""}",how-to,admin,"{""understanding of II resource management"",""access to II self-service environment""}",intermediate,2026-02-02 12:37:17.299711,llama3.1:8b
494,11549,Intelligent Infrastructure (II),"{""self-service provisioning"",""intelligent infrastructure"",""resource pools"",""vm management""}",overview,admin,"{""Understanding of Intelligent Infrastructure (II)"",""Basic knowledge of virtual machine administration""}",intermediate,2026-02-02 12:37:30.910236,llama3.1:8b
495,11558,Troubleshooting Hardware Issues,"{""Power-on Self Test"",POST,""beep codes"",""hardware problems""}",troubleshooting,general,{},intermediate,2026-02-02 12:37:42.657707,llama3.1:8b
496,11560,Timekeeping Kiosks,"{Timekeeping,kiosk,deployment,build}",how-to,admin,"{""Operating System"",""Hardware requirements""}",intermediate,2026-02-02 12:37:54.567895,llama3.1:8b
497,11550,Virtual Machine Management,"{""Intelligent Infrastructure"",""self-service portal"",""VM request""}",how-to,unknown,"{""logging into self-service portal"",""understanding VM creation process""}",intermediate,2026-02-02 12:38:07.675551,llama3.1:8b
498,11562,Intelligent Infrastructure,"{""intelligent infrastructure"",""virtual machine"",organizations}",how-to,admin,{},intermediate,2026-02-02 12:38:17.890188,llama3.1:8b
676,4987,IQ-Walls,"{IU,UITS,""Advanced Visualization Lab"",""tiled video display systems""}",overview,unknown,{},intermediate,2026-02-02 13:16:29.102656,llama3.1:8b
499,11563,Spring Boot,"{""Spring Boot"",Kubernetes,quickstart}",how-to,student,"{""basic knowledge of Kubernetes"",""access to IU's Kubernetes environment""}",intermediate,2026-02-02 12:38:29.862232,llama3.1:8b
500,11572,University Policy,"{""UITS Lifecycle Fund"",UA-VPIT,""computer lifecycle""}",policy,admin,{},unknown,2026-02-02 12:38:40.35713,llama3.1:8b
501,11577,Kubernetes Environment,"{""IU's Kubernetes environment"",""multi-tenant system"",namespace,cluster,""Indiana University""}",how-to,unknown,"{""understanding of Kubernetes basics""}",intermediate,2026-02-02 12:38:41.360983,llama3.1:8b
502,11585,Student Laptop Requirements,"{axiUm,ExamSoft,""student laptops"",""hardware requirements"",""software requirements""}",reference,student,{},intermediate,2026-02-02 12:39:07.480011,llama3.1:8b
503,2440,IUIE Account Management,"{""IUIE account"",""Indiana University Information Environment"",""IU username"",passphrase,""Acceptable Use Agreement""}",how-to,student,"{""University account""}",beginner,2026-02-02 12:39:20.626288,llama3.1:8b
504,11588,Intelligent Infrastructure,"{""Intelligent Infrastructure"",""II resources"",""UITS services"",funding}",overview,admin,{},intermediate,2026-02-02 12:39:31.515597,llama3.1:8b
505,11589,OnBase,"{OnBase,""scan station"",""scanner requirements""}",reference,admin,{},intermediate,2026-02-02 12:39:41.501018,llama3.1:8b
506,11010,Kubernetes,"{""IU Kubernetes"",""Kubernetes environment"",""Enterprise Kubernetes Environment"",""RBAC in Kubernetes"",""Harbor image registry""}",overview,researcher,"{""containerization basics"",""Docker knowledge""}",intermediate,2026-02-02 12:39:57.491208,llama3.1:8b
507,11790,OnBase Unity Client,"{""document separation"",""batch processing"",""scan queues"",""OnBase Unity Client""}",how-to,admin,"{""logging into the OnBase Unity Client"",""scanning documents into OnBase from an MFD""}",intermediate,2026-02-02 12:40:11.867569,llama3.1:8b
508,11842,Enterprise Microsoft Administration,"{EMA,""Enterprise Microsoft Administration"",""Active Directory Services"",Exchange,""Enterprise Certificate Authority"",""Teams Calls""}",reference,admin,"{""Basic understanding of EMA services""}",intermediate,2026-02-02 12:40:25.04888,llama3.1:8b
509,11791,OnBase Unity Client,"{OnBase,""Unity Client"",""document scanning"",""batch processing""}",how-to,admin,"{""logging into OnBase Unity Client"",""understanding batch processing in OnBase""}",intermediate,2026-02-02 12:40:38.502828,llama3.1:8b
510,11793,Data Center Operations,"{""WhatsUp Gold"",""equipment monitoring"",""data center management"",""infrastructure reporting""}",overview,admin,"{""basic understanding of data center infrastructure""}",intermediate,2026-02-02 12:40:52.163208,llama3.1:8b
511,11795,File Transfer,"{WinSCP,DTP.IU.EDU,DTT.IU.EDU,""student records batch files""}",how-to,faculty,"{""access to DTP.IU.EDU and DTT.IU.EDU data transfer servers"",""latest version of WinSCP installed""}",intermediate,2026-02-02 12:40:53.17191,llama3.1:8b
512,11797,Advisor Assignment,"{""advising teams"",""advisor assignment"",""landing page"",""team members"",settings}",overview,admin,{},intermediate,2026-02-02 12:41:23.613413,llama3.1:8b
513,11799,Advising Records (AdRx),"{""ad hoc Caseload groups"",AdRx,Caseload}",overview,admin,"{""Log into AdRx and access Caseload""}",intermediate,2026-02-02 12:41:36.190991,llama3.1:8b
514,11846,Google Custom Search,"{""Google Custom Search"",""IU website"",""search engine""}",overview,admin,"{""basic HTML knowledge""}",beginner,2026-02-02 12:41:46.978202,llama3.1:8b
515,11854,Google Course Tools,"{""Google Course Tools"",""IU guests"",""course folders"",permissions}",overview,unknown,{},intermediate,2026-02-02 12:41:57.707462,llama3.1:8b
516,11803,OnBase Unity Client,"{OnBase,""Unity Client"",scanner,""scan format"",""batch scanning""}",how-to,admin,"{""installing drivers"",""logging into OnBase Unity Client""}",intermediate,2026-02-02 12:42:11.175553,llama3.1:8b
517,11806,Library Acquisitions,"{PDP,""ID billing"",WorkFlows,""Library Acquisitions"",""Sirsi WorkFlows""}",reference,unknown,"{""understanding of Library Fund screens"",""familiarity with Sirsi WorkFlows""}",intermediate,2026-02-02 12:42:26.427829,llama3.1:8b
518,11807,Google Gemini,"{""Google Gemini"",""Generative AI Chatbot"",""Indiana University"",""Microsoft 365 Copilot Chat""}",overview,unknown,{},intermediate,2026-02-02 12:42:39.843109,llama3.1:8b
519,11815,SharePoint Online Administration,"{""SharePoint Online"",""storage quota"",""site owner"",""site collection administrator""}",reference,admin,"{""Indiana University credentials"",""SharePoint Online site creation""}",intermediate,2026-02-02 12:42:52.766009,llama3.1:8b
520,11816,Unix File System Management,"{""disk quota"",Unix,""file storage"",""quota limits""}",overview,student,"{""Unix basics"",""file system concepts""}",intermediate,2026-02-02 12:43:04.80933,llama3.1:8b
521,11818,Data Protection Services,"{""Data Protection Services"",DPS,""Backup limitations"",""Recovery limitations""}",reference,admin,"{VMs,snapshots,""backup and recovery processes""}",intermediate,2026-02-02 12:43:05.811556,llama3.1:8b
522,11819,IU II Enterprise S3 Object Storage,"{""S3 Object Storage"",""II Enterprise"",IU,""Indiana University"",""on-premise object storage""}",overview,faculty,{},intermediate,2026-02-02 12:43:33.431711,llama3.1:8b
523,11823,AppKube Storage,"{AppKube,""file systems"",""persistent storage"",""writable storage"",""temporary storage"",symlinks}",overview,unknown,{},intermediate,2026-02-02 12:43:46.475298,llama3.1:8b
524,11817,Unix File Management,"{""disk space"",Unix,quota,""file management""}",how-to,student,"{""basic Unix commands"",""file system understanding""}",intermediate,2026-02-02 12:43:58.727332,llama3.1:8b
525,11827,Linux Distribution Migration,"{""Red Hat"",CentOS,""Linux Distribution"",Migration,""Enterprise Linux Administration""}",overview,admin,"{""Linux fundamentals"",""basic understanding of Red Hat Enterprise Linux""}",intermediate,2026-02-02 12:44:12.01406,llama3.1:8b
526,11831,Unix File System,"{""scratch space"",unix,/scratch,/tmp,""file permissions""}",how-to,student,"{""Unix file system basics"",""File permissions in Unix""}",beginner,2026-02-02 12:44:24.962528,llama3.1:8b
527,1675,Exchange Service,"{Exchange,IU,""Indiana University"",policies,""account policies"",""dependent policies""}",reference,general,{},unknown,2026-02-02 12:44:36.448398,llama3.1:8b
528,11832,Unix File System Management,"{df,Unix,""free disk space"",""file system management""}",reference,general,"{""basic Unix command line interface (CLI) knowledge""}",intermediate,2026-02-02 12:44:48.999215,llama3.1:8b
529,11833,Google Account Management,"{""Google data"",""IU accounts"",""data ownership"",""storage limits""}",how-to,admin,"{""Understanding IU Google account structure"",""Storage limit policies""}",intermediate,2026-02-02 12:45:01.831894,llama3.1:8b
530,11838,Data Recovery,"{""data recovery"",""file system corruption"",""partition loss"",""accidental formatting""}",how-to,general,"{""basic computer knowledge""}",intermediate,2026-02-02 12:45:13.596301,llama3.1:8b
531,2397,IU REDCap,"{""IU REDCap"",REDCap,""Indiana University""}",reference,unknown,{},intermediate,2026-02-02 12:45:14.601873,llama3.1:8b
532,1467,SLATE,"{SLATE,""Lustre file system"",""persistent storage"",""high performance storage"",""Indiana University""}",overview,researcher,{},intermediate,2026-02-02 12:45:36.756154,llama3.1:8b
533,11840,Google at IU,"{""Google at IU"",""Google Takeout"",""data transfer""}",how-to,student,"{""IU Google account"",""personal Google account""}",intermediate,2026-02-02 12:45:48.760629,llama3.1:8b
534,11676,Google Shared Drives,"{""Google Shared Drives"",""Google My Drive"",""file migration"",""folder transfer"",""IU storage limits""}",how-to,unknown,"{""understanding of Google Workspace"",""basic computer skills""}",intermediate,2026-02-02 12:46:03.566619,llama3.1:8b
535,1649,Cybersecurity Policy,"{""cyber risk mitigation"",""policy IT-28"",""Indiana University""}",overview,admin,{},intermediate,2026-02-02 12:46:14.611063,llama3.1:8b
536,11859,Canvas Outcomes,"{Canvas,Outcomes,Excel}",how-to,faculty,"{""Canvas account"",""basic Excel skills""}",intermediate,2026-02-02 12:46:25.83525,llama3.1:8b
537,11863,Intelligent Infrastructure,"{""stretched clusters"",""intelligent infrastructure"",""data center deployment"",""active data center""}",overview,admin,{},intermediate,2026-02-02 12:46:37.268695,llama3.1:8b
538,2447,IU Affiliate Accounts,"{""IU affiliate status"",""IU accounts for Ivy Tech students"",""Ivy Tech affiliation with IU""}",overview,student,{},beginner,2026-02-02 12:46:49.741426,llama3.1:8b
539,11593,IU Central Web Accounts,"{""IU central web accounts"",""software installation"",""web application development""}",policy,admin,"{""understanding of IU central web account management""}",intermediate,2026-02-02 12:47:02.102663,llama3.1:8b
540,11866,Data Privacy,"{""data privacy"",""UITS employees"",""shared storage"",""common storage"",""open locations"",""IU policy""}",overview,unknown,{},unknown,2026-02-02 12:47:13.907352,llama3.1:8b
541,11867,SharePoint Online,"{""SharePoint Online"",""group site"",delete,IU}",how-to,researcher,"{""log in to SharePoint Online"",""understand storage options at IU""}",intermediate,2026-02-02 12:47:14.911618,llama3.1:8b
542,1924,Data Sharing,"{Slate-Project,""guest collection"",""external sharing"",""IU collaborators""}",how-to,researcher,"{""understanding of Slate-Project and IU storage systems""}",intermediate,2026-02-02 12:47:42.438739,llama3.1:8b
543,9931,IU Computing Accounts,"{""IU computing accounts"",""admitted students"",faculty,staff,affiliates,""account creation""}",how-to,unknown,{},beginner,2026-02-02 12:47:56.100685,llama3.1:8b
544,9906,conda,"{conda,""package manager"",""environment manager""}",how-to,researcher,"{""basic computer knowledge"",""IU's high performance computers access""}",intermediate,2026-02-02 12:48:08.369086,llama3.1:8b
545,11700,OnBase,"{""Microsoft Outlook"",integration,add-in,""OnBase 16""}",troubleshooting,faculty,"{""OnBase 16 upgrade"",""Microsoft Outlook 2016 or 2019 installation""}",intermediate,2026-02-02 12:48:22.330669,llama3.1:8b
546,1697,IU Enterprise Confluence,"{Confluence,""IU Enterprise Confluence"",""team collaboration"",""project management"",JIRA}",overview,admin,{},intermediate,2026-02-02 12:48:34.541644,llama3.1:8b
547,1445,IU Computing Accounts,"{""IU computing accounts"",""affiliate accounts"",""account sponsorship""}",overview,unknown,"{""understanding IU affiliation"",""knowing account types""}",intermediate,2026-02-02 12:48:47.208539,llama3.1:8b
548,11870,Data Security and Governance,"{""Indiana University"",""data security"",""event registration"",""personal information"",""Restricted data"",""institutional data""}",policy,faculty,{},intermediate,2026-02-02 12:49:01.4139,llama3.1:8b
549,11680,Data Classification,"{""data classification"",""individual vs institutional files"",""IU policies""}",overview,faculty,"{""understanding IU data classification policies""}",intermediate,2026-02-02 12:49:12.768249,llama3.1:8b
550,11874,Collaboration Tools,"{""Microsoft Teams"",""IU Collaboration"",""External Contacts"",""Guest Users""}",how-to,faculty,"{""Basic understanding of IU collaboration tools"",""Knowledge of Microsoft Teams""}",intermediate,2026-02-02 12:49:28.454643,llama3.1:8b
551,11877,Microsoft SCCM,"{Windows,""Microsoft SCCM"",""device management"",""Active Directory""}",how-to,admin,"{""Understanding of Active Directory"",""Basic knowledge of Microsoft SCCM""}",intermediate,2026-02-02 12:49:29.465298,llama3.1:8b
552,1446,HIPAA,"{""protected health information"",PHI,""individually identifiable information""}",reference,general,{},beginner,2026-02-02 12:49:52.853899,llama3.1:8b
553,1653,Collaboration Tools,"{""Google Chat"",IU,""direct messaging"",collaboration,email}",overview,unknown,{},intermediate,2026-02-02 12:50:05.281903,llama3.1:8b
554,11884,Canvas,"{Canvas,""IU storage"",""publicly available content"",Pages,Sitehost}",how-to,faculty,"{""understanding Canvas course setup"",""knowledge of IU services""}",intermediate,2026-02-02 12:50:18.740764,llama3.1:8b
555,11889,Enterprise Web Hosting,"{SiteKube,Sitehost,WebTech,""UITS Enterprise Web Technical Services""}",overview,admin,{},intermediate,2026-02-02 12:50:30.428958,llama3.1:8b
556,11900,Online Proctoring,"{""web conferencing tools"",""online proctoring"",""Indiana University"",Honorlock}",overview,faculty,{},intermediate,2026-02-02 12:50:42.304176,llama3.1:8b
557,11906,CI/CD with Kubernetes,"{Kubernetes,CI/CD,""private registry"",""Harbor robot account"",Bamboo}",how-to,admin,"{""Kubernetes basics"",""CI/CD concepts"",""Docker knowledge""}",advanced,2026-02-02 12:50:56.944824,llama3.1:8b
558,11350,Operating System Installation,"{Windows,IU,""operating system installation""}",how-to,student,"{""having a computer to install Windows on"",""IU credentials""}",beginner,2026-02-02 12:51:09.321301,llama3.1:8b
559,11918,Kubernetes Deployment,"{""Helm charts"",""Kubernetes deployment"",helm,charts,""kubernetes applications""}",how-to,admin,"{""Basic knowledge of Kubernetes"",""Familiarity with command line tools""}",intermediate,2026-02-02 12:51:25.513857,llama3.1:8b
560,11922,Perl Modules Management,"{""Perl modules"",""IU ES nodes"",perldoc,perlmodlib,perllocal,CGI.pm}",how-to,researcher,"{""basic understanding of Perl and its modules""}",intermediate,2026-02-02 12:51:42.316104,llama3.1:8b
561,11924,IU REDCap,"{""IU REDCap"",""REDCap API"",""third-party external modules"",REDCap-ETL}",reference,researcher,{},intermediate,2026-02-02 12:51:43.32355,llama3.1:8b
562,2162,REDCap ETL,"{REDCap,-ETL,""data transformation"",""data transfer"",""IU REDCap""}",how-to,researcher,"{""familiarity with IU REDCap"",""basic understanding of data transfer and transformation processes""}",intermediate,2026-02-02 12:52:10.060172,llama3.1:8b
563,11975,IUITS Support,"{UITS,""Support Center"",""Knowledge Base""}",overview,general,{},unknown,2026-02-02 12:52:19.79495,llama3.1:8b
564,11901,Online Proctoring Services,"{Honorlock,""IU students"",""online proctoring service"",AI-powered,""remote assessments""}",overview,student,"{""basic computer skills""}",beginner,2026-02-02 12:52:33.87371,llama3.1:8b
565,11935,GIS Software,"{IDRISI,""IU Bloomington"",""Student Technology Centers"",Cartalinx}",reference,student,{},unknown,2026-02-02 12:52:44.864164,llama3.1:8b
566,10336,Zoom,"{zoom,""video conferencing"",troubleshooting,""technical requirements""}",unknown,general,{},beginner,2026-02-02 12:52:56.913619,llama3.1:8b
567,11936,Contract Renewals,"{""Software and Services Selection Process"",SSSP,""contract renewals"",""IT services"",""Conditional Allow List""}",how-to,admin,"{""understanding of existing IT contracts"",""knowledge of SSSP process""}",intermediate,2026-02-02 12:53:11.314504,llama3.1:8b
568,11939,Canvas and Cookies,"{""third-party cookies"",Canvas,""cookies in Canvas"",Chrome}",reference,unknown,{},intermediate,2026-02-02 12:53:22.006263,llama3.1:8b
569,11903,Canvas,"{Honorlock,""IU instructors"",proctoring,""assessment settings""}",reference,faculty,"{""basic knowledge of Canvas""}",intermediate,2026-02-02 12:53:33.384301,llama3.1:8b
570,1647,Google at IU,"{""Google at IU"",""My Drive"",""file sharing"",collaboration,""IU group""}",overview,unknown,"{""Google account"",""IU credentials""}",intermediate,2026-02-02 12:53:46.329989,llama3.1:8b
